YearStart,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValue
2013,CO,Colorado,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2241
2014,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3229
2013,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2811
2017,CO,Colorado,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4416
2018,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1191
2016,KY,Kentucky,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,6072
2018,MT,Montana,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),418
2014,DC,District of Columbia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,440
2011,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,891
2011,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),889
2012,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3682
2010,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1520
2017,KY,Kentucky,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,6306
2016,WA,Washington,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2910
2012,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),408
2010,MN,Minnesota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4030
2010,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2293
2010,MT,Montana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,723
2018,CA,California,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,32621
2014,AR,Arkansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2457
2011,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2154
2013,AR,Arkansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2395
2015,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4087
2015,NJ,New Jersey,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5758
2011,KS,Kansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1927
2016,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),10673
2015,LA,Louisiana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3551
2018,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3778
2010,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),5755
2016,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4352
2016,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),490
2015,NV,Nevada,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1341
2017,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),6425
2011,NV,Nevada,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,994
2014,MT,Montana,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),480
2013,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2536
2014,OR,Oregon,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1821
2012,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2842
2012,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1893
2012,KS,Kansas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1343
2011,MN,Minnesota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4472
2018,CO,Colorado,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4297
2015,MN,Minnesota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5064
2015,MO,Missouri,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4582
2014,AZ,Arizona,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3738
2015,NE,Nebraska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1916
2012,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3440
2013,DC,District of Columbia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,446
2016,ID,Idaho,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1291
2013,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),306
2011,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2064
2012,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1020
2017,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3331
2017,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2119
2016,MA,Massachusetts,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3868
2018,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2819
2010,NM,New Mexico,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,976
2015,GA,Georgia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5582
2012,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),6546
2011,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3218
2016,DE,Delaware,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,654
2012,NE,Nebraska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1671
2013,AL,Alabama,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3625
2015,MT,Montana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,905
2016,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4874
2017,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),10790
2018,KY,Kentucky,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,6612
2017,WV,West Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1058
2014,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),325
2015,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3447
2010,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),265
2016,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),5987
2015,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,306
2017,AZ,Arizona,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5626
2014,KY,Kentucky,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4472
2018,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),329
2013,MD,Maryland,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4047
2010,NV,Nevada,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,852
2012,UT,Utah,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),809
2010,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),382
2016,IN,Indiana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,6088
2011,DC,District of Columbia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,557
2012,OH,Ohio,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),5788
2014,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),266
2018,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),10810
2018,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1224
2011,MS,Mississippi,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3131
2018,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3444
2016,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2197
2011,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1864
2014,NM,New Mexico,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,886
2010,IN,Indiana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4564
2018,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2270
2014,US,United States,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),133103
2010,WY,Wyoming,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),204
2011,GA,Georgia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5678
2014,NJ,New Jersey,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5501
2016,NH,New Hampshire,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1048
2014,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4596
2010,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2279
2016,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4940
2017,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),5098
2013,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4503
2015,MS,Mississippi,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1734
2012,MA,Massachusetts,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2371
2012,CA,California,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,22325
2013,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3287
2014,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1847
2015,AZ,Arizona,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5163
2014,MO,Missouri,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4373
2010,HI,Hawaii,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,836
2016,NV,Nevada,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1643
2014,IN,Indiana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5848
2014,MS,Mississippi,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3061
2018,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),5062
2012,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3394
2017,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3555
2018,MO,Missouri,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4770
2012,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2081
2013,NV,Nevada,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1229
2017,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),249
2015,AR,Arkansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2589
2010,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4474
2015,IL,Illinois,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8237
2015,ME,Maine,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),616
2018,KS,Kansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2485
2018,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),838
2015,UT,Utah,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),888
2016,NJ,New Jersey,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3401
2011,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),9065
2012,LA,Louisiana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3170
2018,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1861
2014,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),822
2017,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2820
2010,KS,Kansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1900
2010,KY,Kentucky,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1992
2016,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2627
2013,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),9283
2010,MI,Michigan,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8429
2011,CO,Colorado,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2245
2012,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),897
2018,NE,Nebraska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2068
2011,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3033
2016,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2189
2013,MT,Montana,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),480
2010,US,United States,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),129476
2012,MT,Montana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,713
2017,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1416
2010,DE,Delaware,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,709
2017,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3159
2010,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2167
2014,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3030
2016,AK,Alaska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,315
2017,WA,Washington,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3028
2015,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4666
2011,IL,Illinois,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,7872
2017,NV,Nevada,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1887
2015,WI,Wisconsin,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2618
2010,KS,Kansas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1370
2016,FL,Florida,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,15202
2013,NE,Nebraska,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1757
2016,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1388
2013,NY,New York,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),6176
2018,MS,Mississippi,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3729
2014,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2230
2010,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),6701
2017,RI,Rhode Island,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),425
2012,TN,Tennessee,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3120
2015,DC,District of Columbia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,488
2012,NC,North Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4410
2015,CA,California,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,30995
2014,GA,Georgia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5285
2011,AR,Arkansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2410
2011,CA,California,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,22425
2014,KS,Kansas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1363
2010,GA,Georgia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5525
2014,KS,Kansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1841
2015,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1982
2015,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3187
2018,MT,Montana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,907
2012,IA,Iowa,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1422
2018,IL,Illinois,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8267
2017,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1104
2012,DE,Delaware,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,668
2014,PA,Pennsylvania,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),6576
2013,KS,Kansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1780
2017,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),337
2018,LA,Louisiana,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2485
2014,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),9898
2010,ME,Maine,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1037
2018,MI,Michigan,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8521
2016,SD,South Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),420
2011,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4442
2012,CT,Connecticut,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1916
2015,KS,Kansas,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2008
2017,NY,New York,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),6264
2013,ME,Maine,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),620
2011,AZ,Arizona,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3386
2013,WV,West Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),983
2016,CA,California,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,31612
2011,NM,New Mexico,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),727
2012,MI,Michigan,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),4414
2015,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1881
2014,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2393
2012,SC,South Carolina,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2349
2018,IA,Iowa,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3359
2010,MO,Missouri,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3001
2016,NV,Nevada,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1096
2018,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),263
2011,DE,Delaware,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,719
2012,MT,Montana,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),415
2018,KS,Kansas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),1296
2011,ND,North Dakota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),337
2010,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),9180
2016,VA,Virginia,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),3502
2014,ID,Idaho,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1178
2013,MT,Montana,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,749
2014,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),2202
2014,SC,South Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,76
2011,MD,Maryland,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,79
2016,PA,Pennsylvania,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11015
2018,SC,South Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,125
2012,MN,Minnesota,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,57
2011,MA,Massachusetts,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,62
2015,TN,Tennessee,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5890
2018,ID,Idaho,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,28
2016,WV,West Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,2494
2018,GA,Georgia,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,141
2016,HI,Hawaii,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,26
2014,OR,Oregon,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,3832
2012,CO,Colorado,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,59
2014,WA,Washington,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5299
2010,OH,Ohio,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,150
2014,GA,Georgia,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,120
2013,IL,Illinois,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,162
2013,UT,Utah,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,24
2018,PA,Pennsylvania,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,11328
2015,LA,Louisiana,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,59
2015,NM,New Mexico,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,33
2013,SD,South Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,815
2015,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,228
2011,KY,Kentucky,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,62
2013,OK,Oklahoma,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,40
2018,OR,Oregon,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,63
2011,NM,New Mexico,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,25
2018,TX,Texas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,555
2015,AR,Arkansas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,40
2017,CA,California,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,521
2014,IL,Illinois,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,153
2011,MS,Mississippi,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,42
2015,NC,North Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,131
2018,NM,New Mexico,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,43
2011,MN,Minnesota,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,44
2014,OH,Ohio,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,192
2017,PA,Pennsylvania,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,148
2018,NJ,New Jersey,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,140
2012,WI,Wisconsin,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4402
2017,VA,Virginia,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5153
2010,NC,North Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,106
2015,OH,Ohio,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,12258
2012,MS,Mississippi,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,27
2017,IL,Illinois,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,152
2017,AZ,Arizona,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,118
2014,NV,Nevada,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,48
2015,MA,Massachusetts,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,59
2015,MI,Michigan,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,124
2010,OH,Ohio,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,12784
2012,OK,Oklahoma,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,4504
2014,TN,Tennessee,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,121
2011,IN,Indiana,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,56
2013,TX,Texas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,401
2013,RI,Rhode Island,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,909
2010,CA,California,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,334
2011,NC,North Carolina,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,8472
2017,SD,South Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,924
2013,ND,North Dakota,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,637
2013,US,United States,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,223343
2018,NM,New Mexico,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,1841
2016,LA,Louisiana,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,68
2010,VT,Vermont,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,696
2012,KS,Kansas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,26
2010,SC,South Carolina,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,66
2012,TN,Tennessee,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,5980
2018,OH,Ohio,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,195
2014,IA,Iowa,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,34
2018,VT,Vermont,NVSS,Diabetes,Mortality due to diabetes reported as any listed cause of death,767
2014,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,224
2010,IL,Illinois,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,136
2016,AR,Arkansas,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,60
